,XLC US Equity,XLY US Equity,XLP US Equity,XLE US Equity,XLF US Equity,XLV US Equity,XLI US Equity,XLK US Equity,IYZ US Equity,XLB US Equity,XLU US Equity,USRT US Equity,AGG US Equity,LQD US Equity,HYG US Equity,TIP US Equity,EMB US Equity,GLD US Equity,DBC US Equity,DBA US Equity
6/13/17,#N/A N/A,90.88,56.75,67.39,24.47,77.58,68.44,56.09,33.95,55.1,53.7,50.05,109.59,120.21,88.63,114.12,115.7,120.48,14.25,19.83
6/14/17,#N/A N/A,90.83,57.11,66.17,24.51,77.95,68.37,55.82,33.87,54.52,53.99,49.95,109.94,121.03,88.64,114.14,115.95,119.82,14,19.69
6/15/17,#N/A N/A,90.45,56.98,65.67,24.41,77.87,68.78,55.57,33.66,54.04,54.3,50.35,109.87,120.74,88.3,113.58,115.58,119.32,14.06,19.71
6/16/17,#N/A N/A,90.15,55.95,66.3,24.29,77.69,68.68,55.25,33.59,54.02,54.11,50.25,109.94,120.84,88.15,113.68,115.57,119.34,14.12,19.75
6/19/17,#N/A N/A,90.84,56.22,65.88,24.54,78.5,69.1,56.07,33.35,54.45,53.93,50.089,109.79,120.69,88.42,113.55,115.45,118.43,14.03,19.57
6/20/17,#N/A N/A,89.7,56,65.04,24.33,78.76,68.36,55.62,32.75,54.15,53.96,49.9999,109.96,120.96,88.11,113.67,114.91,118.18,13.89,19.53
6/21/17,#N/A N/A,89.84,55.84,63.99,24.13,79.76,67.9,55.93,32.31,53.58,53.64,49.8438,109.98,121.02,87.6,113.85,114.67,118.52,13.74,19.27
6/22/17,#N/A N/A,89.63,55.47,63.95,23.98,80.59,67.76,55.95,32.35,53.64,53.39,50.06,110.03,121.12,87.84,114.22,114.92,118.92,13.76,18.96
6/23/17,#N/A N/A,89.52,55.49,64.38,23.89,80.47,68.01,56.3,32.58,53.85,53.21,50.335,110.05,121.18,88.2,114.31,115.3,119.43,13.82,19.05
6/26/17,#N/A N/A,89.84,55.71,64.24,24.02,80.39,68.03,56,32.63,54.01,53.57,50.535,110.15,121.4,88.32,114.49,115.51,118.36,13.85,19.1
6/27/17,#N/A N/A,89.13,55.23,64.14,24.14,79.66,67.52,55.08,32.23,53.68,52.97,49.8886,109.82,120.85,88.04,113.95,114.91,118.81,14.01,19.06
6/28/17,#N/A N/A,90.03,55.43,64.49,24.52,80.08,68.13,55.77,32.68,54.17,52.46,49.7232,109.86,120.98,88.4,114.04,115.04,118.9,14.1,19.11
6/29/17,#N/A N/A,89.16,54.84,64.63,24.69,79.35,67.55,54.77,32.3,53.52,52.04,49.36,109.65,120.61,88.18,113.59,114.5,118.32,14.16,19.37
6/30/17,#N/A N/A,89.63,54.94,64.92,24.67,79.24,68.11,54.72,32.26,53.81,51.96,49.21,109.51,120.51,88.39,113.43,114.36,118.02,14.45,19.85
7/3/17,#N/A N/A,89.54,54.89,66.17,25.03,79.38,68.53,54.34,32.4,54.28,51.72,50.03,109.09,119.93,87.97,112.93,113.55,116.09,14.6,20.14
7/4/17,#N/A N/A,89.54,54.89,66.17,25.03,79.38,68.53,54.34,32.4,54.28,51.72,50.03,109.09,119.93,87.97,112.93,113.55,116.09,14.6,20.14
7/5/17,#N/A N/A,89.32,54.85,64.83,25.07,79.85,68.73,54.88,32.12,54.1,51.47,49.28,109.15,120.13,87.9,113.1,113.45,116.52,14.38,20.17
7/6/17,#N/A N/A,88.41,54.54,64.11,24.88,78.82,68.13,54.38,31.66,53.86,51.45,48.2922,108.94,119.82,87.68,112.81,112.83,116.47,14.39,20.06
7/7/17,#N/A N/A,89.2,54.51,64.01,25.05,79.22,68.66,55.01,31.65,54.14,51.49,48.57,108.9,119.72,87.6,112.46,112.9,115.28,14.25,20.1
7/10/17,#N/A N/A,89.39,54.13,64.22,25.02,79.07,68.86,55.41,31.58,54.48,51.45,48.1485,108.95,119.92,87.7,112.41,113.4,115.47,14.31,20.12
7/11/17,#N/A N/A,89.21,53.98,64.57,24.8,78.98,68.8,55.53,31.07,54.4,51.42,48.0404,109.05,119.97,87.64,112.77,113.51,115.62,14.45,20.13
7/12/17,#N/A N/A,89.89,54.28,64.75,24.88,79.52,69.18,56.25,31.12,55.03,51.86,48.66,109.38,120.5,88.21,113.1,114.18,116.03,14.38,20.11
7/13/17,#N/A N/A,89.9,54.29,65.01,25.03,79.59,69.13,56.36,31,54.97,51.68,48.56,109.26,120.29,88.28,113.06,114.19,115.82,14.37,19.95
7/14/17,#N/A N/A,90.19,54.72,65.4,24.92,80.13,69.43,56.86,31.34,55.25,51.92,49.24,109.37,120.57,88.53,113.05,114.48,116.77,14.53,20.07
7/17/17,#N/A N/A,90.41,54.78,65.32,24.84,79.84,69.39,56.87,31.49,55.36,52.16,49.62,109.42,120.68,88.56,113.28,114.52,117.29,14.48,20.03
7/18/17,#N/A N/A,90.82,54.78,65.01,24.8,79.9,69.23,57.13,31.18,55.13,52.31,49.43,109.67,121.2,88.6,113.6,114.85,118.11,14.54,19.96
7/19/17,#N/A N/A,91.26,54.98,65.96,24.81,80.55,69.3,57.42,31.46,55.66,52.53,49.7341,109.7,121.16,88.75,113.69,114.98,118.08,14.67,20.26
7/20/17,#N/A N/A,91.07,54.99,65.76,24.8,81.08,68.91,57.54,31.75,55.25,52.91,49.609,109.73,121.27,88.8,113.41,115.02,118.24,14.65,20.25
7/21/17,#N/A N/A,91.13,55.08,65.11,24.8,80.99,68.78,57.47,31.97,55.26,53.29,49.62,109.92,121.55,88.73,113.58,115.29,119.26,14.45,20.13
7/24/17,#N/A N/A,90.82,54.9,64.99,24.91,80.96,68.63,57.61,31.5,55.21,52.79,49.52,109.82,121.41,88.8,113.58,115.06,119.31,14.48,19.86
7/25/17,#N/A N/A,91.46,55.28,65.81,25.22,80.38,68.54,57.5,31.84,55.8,52.49,49.55,109.43,120.69,88.84,113.14,114.72,118.92,14.64,19.54
7/26/17,#N/A N/A,91.42,55.27,65.88,25.05,80.11,68.63,57.72,31.99,55.46,52.99,49.8364,109.64,121.09,88.97,113.47,115.34,119.88,14.78,19.71
7/27/17,#N/A N/A,92.09,55.81,66.55,24.91,79.56,68.24,57.5,32.39,55.26,53.12,49.88,109.48,120.79,88.9,113.39,115.17,119.79,14.87,19.93
7/28/17,#N/A N/A,91.39,55.34,66.47,24.91,79.96,68.4,57.44,31.97,55.06,53.04,49.7494,109.7,121.11,88.91,113.66,115.17,120.69,14.95,19.94
7/31/17,#N/A N/A,91.36,55.32,66.62,25.09,79.89,68.31,57.16,31.9,54.64,53.22,49.8772,109.65,121.11,88.91,113.66,115.26,120.75,15.04,19.93
8/1/17,#N/A N/A,91.52,55.26,66.61,25.27,79.71,68.11,57.45,32.27,54.68,53.52,50.07,109.72,121.23,88.63,113.54,114.94,120.65,14.87,19.65
8/2/17,#N/A N/A,91.27,55.22,66.36,25.31,79.53,68.41,57.61,32.27,54.73,53.75,49.54,109.64,121.04,88.65,113.48,115.1,120.4,14.9,19.89
8/3/17,#N/A N/A,91.02,55.17,65.43,25.22,79.66,68.75,57.48,31.8,54.32,54.02,49.4513,109.86,121.21,88.48,113.79,115.5,120.59,14.79,19.73
8/4/17,#N/A N/A,91.03,55.02,65.64,25.39,79.48,68.88,57.61,32.58,54.58,53.78,49.67,109.68,120.74,88.5,113.63,115.23,119.65,14.82,19.66
8/7/17,#N/A N/A,91.24,55.43,65.14,25.35,79.65,68.88,57.96,32.54,54.61,53.95,49.541,109.67,120.77,88.46,113.76,115.44,119.51,14.85,19.7
8/8/17,#N/A N/A,91.29,55.22,64.99,25.28,79.28,68.67,57.88,32.51,54.18,54.17,49.33,109.57,120.19,88.08,113.84,115.2,119.86,14.86,19.63
8/9/17,#N/A N/A,90.76,55.31,65.05,25.28,79.37,68.69,57.85,32.25,54.23,53.89,49.175,109.67,120.31,87.74,114.05,115.24,121.31,14.96,19.51
8/10/17,#N/A N/A,89.4,55.08,64.36,24.83,78.38,67.82,56.71,31.87,53.61,54.06,48.8837,109.78,120.27,87.18,114.34,114.76,122.21,14.73,19.09
8/11/17,#N/A N/A,89.86,55.12,63.94,24.73,78.6,67.86,57.1,32.14,53.48,53.74,48.5,109.87,120.49,87.33,114.27,114.97,122.79,14.78,19.2
8/14/17,#N/A N/A,90.5,55.39,63.75,25.07,79.13,68.57,58.01,32.58,53.98,54.05,49.3398,109.82,120.41,87.79,113.82,115.23,121.92,14.65,19.1
8/15/17,#N/A N/A,89.67,55.67,63.51,25.09,79.13,68.42,58.1,31.94,53.99,54.35,49.1356,109.66,120.27,87.82,113.48,115.26,120.98,14.58,18.94
8/16/17,#N/A N/A,90.13,55.86,62.9,25.04,79.35,68.61,58.27,32.17,54.52,54.57,49.3199,109.86,120.61,87.83,113.68,115.36,121.87,14.54,18.78
8/17/17,#N/A N/A,88.69,55.35,62.01,24.61,78.36,67.42,57.13,31.23,53.69,54.18,49.18,110.02,120.73,87.34,113.96,115.26,122.49,14.58,18.66
8/18/17,#N/A N/A,88.25,55.2,62.32,24.62,78,67.15,57.07,31.24,53.71,54.5,48.533,109.95,120.65,87.47,113.98,115.55,122.3,14.84,18.67
8/21/17,#N/A N/A,88.41,55.4,62,24.55,78.35,67.26,57.05,31.13,53.76,54.7,49.109,110.03,120.82,87.56,114.02,115.66,122.76,14.66,18.58
8/22/17,#N/A N/A,89.36,55.41,62.41,24.82,79.3,68.03,57.9,31.46,54.46,54.82,48.9551,109.93,120.7,87.92,113.88,115.7,122.21,14.7,18.58
8/23/17,#N/A N/A,88.6,55.25,62.68,24.74,78.7,67.39,57.76,31.81,54.36,55,49.4,110.18,121.16,87.93,114.19,115.95,122.67,14.83,18.48
8/24/17,#N/A N/A,88.41,54.49,62.72,24.74,78.93,67.18,57.71,31.72,54.26,54.96,49.29,110.04,120.93,88.06,113.9,116.07,122.29,14.82,18.66
8/25/17,#N/A N/A,88.63,54.67,63,24.81,78.95,67.5,57.7,31.86,54.43,55.14,49.565,110.12,121.21,88.22,114.09,116.38,122.74,14.79,18.65
8/28/17,#N/A N/A,88.68,54.51,62.72,24.65,79.37,67.46,57.81,31.89,54.51,55.24,49.0999,110.16,121.21,88.23,114.18,116.2,124.69,14.8,18.78
8/29/17,#N/A N/A,88.6,54.7,62.64,24.57,79.52,67.95,58.06,31.93,54.25,55.12,49.08,110.32,121.3,88.12,114.36,116.27,124.42,14.8,18.48
8/30/17,#N/A N/A,89.24,54.69,62.67,24.67,79.93,68.23,58.48,31.69,54.65,54.96,49.34,110.3,121.4,88.36,114.33,116.65,124.36,14.69,18.49
8/31/17,#N/A N/A,89.66,54.71,62.97,24.7,81.29,68.46,58.83,31.88,55.07,54.97,49.635,110.45,121.61,88.6,114.62,117.09,125.82,15.1,18.64
9/1/17,#N/A N/A,90.07,54.97,63.58,24.77,81.23,68.52,58.78,32.34,55.43,54.8,49.96,109.97,120.81,88.32,114.12,116.53,126.06,15.12,18.6
9/4/17,#N/A N/A,90.07,54.97,63.58,24.77,81.23,68.52,58.78,32.34,55.43,54.8,49.96,109.97,120.81,88.32,114.12,116.53,126.06,15.12,18.6
9/5/17,#N/A N/A,89.7,55.05,63.93,24.24,80.88,67.83,58.26,31.88,54.8,54.94,49.645,110.42,121.56,88.12,114.86,116.92,127.46,15.15,18.79
9/6/17,#N/A N/A,90.26,55.28,64.97,24.3,81.27,67.9,58.31,31.25,54.94,54.69,49.87,110.3,121.13,88.06,114.72,116.7,126.81,15.3,18.84
9/7/17,#N/A N/A,89.48,55.36,65.09,23.88,82.17,68.04,58.51,30.38,55.03,55.1,50.1814,110.57,121.6,88.07,115.2,117.15,128.13,15.29,18.75
9/8/17,#N/A N/A,89.17,55.09,64.4,24.1,82.54,68.27,58.03,30.2,55.01,55.36,50.14,110.44,121.24,87.79,115.22,117.26,127.97,15.12,18.85
9/11/17,#N/A N/A,89.64,55.43,65.01,24.52,83.18,68.86,58.85,29.86,55.73,55.83,50.575,110.14,120.87,88.07,114.78,117.06,126.19,15.15,18.83
9/12/17,#N/A N/A,90.04,55.55,65.41,24.81,83.36,69.19,58.99,30.36,56.2,54.9,49.93,109.98,120.74,88.18,114.59,116.82,126.56,15.19,18.72
9/13/17,#N/A N/A,90.69,55.58,66.23,24.85,83.05,69.09,58.91,30.18,56.18,54.63,49.929,109.87,120.62,88.21,114.38,116.82,125.61,15.26,18.85
9/14/17,#N/A N/A,90.2,55.47,66.55,24.8,83.16,69.42,58.71,30.07,56.37,55.09,50.263,109.93,120.92,88.33,114.56,116.9,126.16,15.27,18.86
9/15/17,#N/A N/A,89.63,55.22,65.84,24.77,82.59,69.39,58.74,30.47,56.07,54.75,50.44,109.91,121.02,88.41,114.5,117.06,125.53,15.34,19.06
9/18/17,#N/A N/A,89.32,55.3,66.12,25.06,82.57,69.78,58.79,30.24,56.38,54.19,50.19,109.86,120.9,88.37,114.45,116.83,124.36,15.32,18.95
9/19/17,#N/A N/A,89.24,55.13,66.39,25.25,81.92,69.85,59.05,30.81,56.67,54.08,49.93,109.8,120.97,88.46,114.32,116.66,124.62,15.29,18.88
9/20/17,#N/A N/A,89.54,54.6,66.84,25.4,82,70.36,58.81,30.73,56.87,53.68,49.7299,109.71,120.82,88.45,114,115.91,123.62,15.42,19.12
9/21/17,#N/A N/A,89.39,54.08,66.86,25.46,81.58,70.57,58.49,30.5,56.75,53.67,49.7499,109.69,120.82,88.34,113.74,116.24,122.68,15.36,19.06
9/22/17,#N/A N/A,89.54,53.92,67.2,25.43,81.58,70.75,58.52,30.92,56.55,53.23,49.23,109.77,120.98,88.43,114.03,116.44,123.24,15.42,19.06
9/25/17,#N/A N/A,89.35,54.31,68.17,25.4,81.34,70.75,57.83,31.05,56.65,53.72,49.5851,110.03,121.43,88.48,114.35,116.33,124.53,15.68,18.89
9/26/17,#N/A N/A,89.36,54.44,68.14,25.39,81.21,70.75,58.04,30.5,56.4,53.62,49.21,109.99,121.41,88.59,114.26,116.29,123.14,15.54,18.83
9/27/17,#N/A N/A,89.85,54.02,68.43,25.7,81.18,70.83,58.63,30.78,56.4,52.9,48.76,109.67,120.94,88.63,113.91,115.8,121.98,15.48,18.98
9/28/17,#N/A N/A,89.74,54.02,68.49,25.74,81.25,70.79,58.7,30.7,56.8,53.09,49.17,109.68,121.12,88.63,113.83,116.04,122.21,15.48,18.84
9/29/17,#N/A N/A,90.08,53.98,68.48,25.86,81.73,71,59.1,30.41,56.8,53.05,49.26,109.59,121.23,88.76,113.58,116.42,121.58,15.4,18.98
10/2/17,#N/A N/A,90.25,53.88,68.46,26.08,82.56,71.49,59.19,30.77,57.42,53.14,49.13,109.43,121.02,88.35,113.38,115.86,120.77,15.27,18.91
10/3/17,#N/A N/A,90.63,53.94,68.39,26.17,82.54,71.8,59.33,31.59,57.66,52.99,49.14,109.52,121.29,88.51,113.49,115.83,120.83,15.28,18.92
10/4/17,#N/A N/A,91.1,54.11,68.34,26.05,82.94,71.78,59.29,31.9,57.68,53.52,49.31,109.49,121.22,88.42,113.59,115.92,121.17,15.3,18.92
10/5/17,#N/A N/A,91.61,54.35,68.65,26.32,83,71.95,59.86,31.61,58.03,53.47,49.56,109.44,121.05,88.53,113.47,115.98,120.52,15.47,19.05
10/6/17,#N/A N/A,91.72,53.81,68.07,26.35,82.89,71.94,59.95,31.39,57.9,53.43,49.41,109.28,120.95,88.4,113.38,115.69,121.09,15.23,19.09
10/9/17,#N/A N/A,91.43,53.66,68.21,26.25,82.37,71.74,60.1,31.43,57.89,53.5,49.488,109.43,121.05,88.41,113.42,115.53,122.08,15.24,18.96
10/10/17,#N/A N/A,91.34,54.13,68.27,26.37,82.56,71.85,60.16,31.5,57.93,54.02,49.57,109.44,121.13,88.48,113.62,115.74,122.4,15.42,19.08
10/11/17,#N/A N/A,91.39,54.24,68.43,26.32,82.72,71.81,60.36,31.32,57.96,54.25,49.69,109.46,121.07,88.39,113.76,115.87,122.79,15.45,19.1
10/12/17,#N/A N/A,90.78,54.47,68.18,26.12,82.63,72.19,60.21,31.03,58.07,54.53,50.13,109.59,121.1,88.29,113.97,116.09,122.89,15.43,19.07
10/13/17,#N/A N/A,91.22,54.57,68.14,26.13,82.42,72.06,60.5,30.88,58.35,54.15,50.25,109.86,121.58,88.33,114.13,116.42,123.82,15.58,19.14
10/16/17,#N/A N/A,91.34,54.59,68.29,26.3,82.06,72.14,60.72,30.86,58.31,54.03,49.93,109.75,121.41,88.38,113.87,116.21,122.97,15.62,19.05
10/17/17,#N/A N/A,91.39,54.39,68.33,26.17,83.16,71.95,60.72,30.55,58.16,54.35,50.03,109.71,121.39,88.51,113.66,116.27,122.13,15.6,18.92
10/18/17,#N/A N/A,91.14,54.32,67.85,26.31,83.28,71.98,60.87,30.58,58.02,54.25,50.05,109.54,121.21,88.6,113.52,116.29,121.67,15.59,18.95
10/19/17,#N/A N/A,91.14,54.03,67.64,26.33,83.79,72.18,60.69,30.47,58.24,54.82,49.79,109.62,121.39,88.61,113.67,116.42,122.39,15.52,19.12
10/20/17,#N/A N/A,91.36,53.9,67.77,26.64,83.88,72.96,61.1,30.56,58.74,54.86,49.64,109.3,121.06,88.69,113.41,116.04,121.61,15.6,18.99
10/23/17,#N/A N/A,90.74,53.86,67.42,26.62,83.67,72.5,60.81,30.34,58.63,54.89,49.405,109.42,121.18,88.59,113.42,115.94,121.8,15.6,19.05
10/24/17,#N/A N/A,90.96,53.67,67.55,26.81,83.11,72.91,60.98,30.17,58.96,54.94,49.08,109.19,120.88,88.59,113.26,115.79,121.33,15.76,19.17
10/25/17,#N/A N/A,90.61,53.52,67.08,26.65,82.99,72.19,60.65,30.14,58.65,54.7,48.88,109.12,120.56,88.34,113.14,115.59,121.35,15.78,19.16
10/26/17,#N/A N/A,90.93,53.56,67.22,26.8,82.16,72.29,60.9,30.33,59.43,54.71,48.62,109,120.55,88.23,113.09,115.25,120.33,15.85,19.22
10/27/17,#N/A N/A,92.4,53.1,67.34,26.78,82.14,72.32,62.54,30.41,59.12,55.05,48.78,109.24,120.91,88.47,113.45,115.8,120.9,15.93,19.27
10/30/17,#N/A N/A,91.98,52.65,67.69,26.67,81.26,71.82,62.68,29.75,58.84,55.06,48.75,109.54,121.31,88.45,113.75,116.14,121.13,15.97,19.34
10/31/17,#N/A N/A,91.99,53.09,67.91,26.6,81.11,71.53,62.95,30.16,59,55.12,48.79,109.47,121.14,88.47,113.8,116.25,120.67,16.01,19.44
11/1/17,#N/A N/A,92.02,53.26,68.68,26.64,81.31,71.49,62.96,29.67,59.29,54.81,48.93,109.29,121.01,88.02,113.7,115.83,121.11,16.02,19.44
11/2/17,#N/A N/A,91.33,53.13,68.48,26.89,80.94,71.9,62.99,29.06,58.86,55.01,49.35,109.35,120.99,87.97,113.87,116.15,121.19,16.12,19.41
11/3/17,#N/A N/A,91.7,53.14,68.68,26.78,81.61,71.83,63.49,28.49,58.83,55.21,49.24,109.45,121.13,87.98,113.95,115.42,120.62,16.22,19.42
11/6/17,#N/A N/A,92.37,52.57,70.25,26.75,81.36,71.87,63.63,28.26,58.58,55,49.66,109.55,121.16,87.99,114.14,115.26,121.65,16.53,19.44
11/7/17,#N/A N/A,91.82,53.16,70.16,26.38,81.53,71.98,63.66,28.2,58.64,55.66,50.03,109.58,121.06,87.74,114.3,114.65,121.21,16.43,19.45
11/8/17,#N/A N/A,91.92,53.74,69.82,26.25,81.72,71.86,64.01,28.01,58.7,55.7,50.21,109.51,120.9,87.35,114.23,114.6,121.63,16.4,19.37
11/9/17,#N/A N/A,92.06,53.73,70.03,26.16,81.73,70.96,63.5,27.91,58.2,55.77,50.3341,109.43,120.58,86.92,114.21,114.36,122.13,16.43,19.33
11/10/17,#N/A N/A,92.37,54.28,69.66,26.08,81.2,71.06,63.5,27.96,58.11,55.51,50.42,108.99,119.89,87.11,113.71,114.45,121.13,16.4,19.36
11/13/17,#N/A N/A,92.68,54.59,69.26,26.12,81.28,70.82,63.48,27.73,58.41,56.17,50.6,108.99,119.91,87.05,113.7,114.58,121.31,16.35,19.29
11/14/17,#N/A N/A,92.76,54.78,68.14,26.11,80.95,70.63,63.35,27.56,57.88,56.87,50.58,109.1,119.94,86.68,113.84,114.49,121.56,16.13,19.13
11/15/17,#N/A N/A,92.36,54.2,67.37,26.18,80.72,70.23,62.88,27.62,57.53,56.38,50.03,109.31,120.45,86.68,114.16,114.57,121.41,16.11,19.09
11/16/17,#N/A N/A,93.13,54.95,67.1,26.19,81.56,70.89,63.76,28.09,58.23,56.2,50.38,109.19,120.31,87.53,113.92,115.03,121.4,16.06,19.06
11/17/17,#N/A N/A,93.54,54.76,67.43,26.16,81.24,70.5,63.35,28.445,58.31,55.81,50.25,109.31,120.46,87.47,114.12,115.24,122.86,16.32,19.08
11/20/17,#N/A N/A,93.72,54.7,67.27,26.28,80.9,70.82,63.59,28.52,58.39,55.64,50.11,109.25,120.46,87.49,113.95,115.21,121.31,16.19,19
11/21/17,#N/A N/A,94.3,54.88,67.42,26.36,81.61,71.33,64.26,28.79,58.7,55.79,50.44,109.36,120.86,87.67,113.94,115.37,121.51,16.3,19.01
11/22/17,#N/A N/A,94.39,54.81,67.69,26.23,81.58,71.41,64.14,29.16,58.54,55.79,50.33,109.55,121.33,87.81,114.28,115.86,122.63,16.39,19.17
11/23/17,#N/A N/A,94.39,54.81,67.69,26.23,81.58,71.41,64.14,29.16,58.54,55.79,50.33,109.55,121.33,87.81,114.28,115.86,122.63,16.39,19.17
11/24/17,#N/A N/A,94.63,54.77,67.88,26.22,81.77,71.41,64.5,29.14,58.84,55.88,50.33,109.53,121.19,87.87,114.14,115.82,122.32,16.44,19.14
11/27/17,#N/A N/A,94.7,54.8,67.19,26.2,81.84,71.53,64.5,29.26,58.49,56.12,50.17,109.53,121.12,87.6,114.12,115.87,122.83,16.41,19.13
11/28/17,#N/A N/A,95.75,55.25,67.71,26.88,82.44,72.62,64.71,29.59,59.14,56.38,49.8601,109.53,121.29,87.87,114.11,116.03,122.81,16.34,19.12
11/29/17,#N/A N/A,96.16,55.54,68.08,27.34,82.85,73.26,63.28,30.06,59.23,56.41,50,109.26,120.81,87.76,113.8,115.61,122.04,16.23,19.27
11/30/17,#N/A N/A,96.65,56.05,69.1,27.52,83.47,74.51,63.84,30.14,59.56,56.6,50.06,109.08,120.67,87.78,113.68,115.49,121.1,16.16,19.08
12/1/17,#N/A N/A,96.61,56.19,69.68,27.58,83.3,73.59,63.51,30.16,59.07,56.41,50.14,109.16,120.72,87.38,113.61,115.42,121.59,16.3,19.06
12/4/17,#N/A N/A,97.73,56.72,69.65,28,82.28,74.21,62.49,30.14,59.68,56.09,49.94,109.15,120.91,87.35,113.65,115.49,121.18,16.1,18.98
12/5/17,#N/A N/A,97.17,56.63,69.35,27.85,82.14,73.58,62.51,29.49,59.38,55.38,49.5,109.26,121.14,87.3,113.77,115.65,120.32,16.1,18.85
12/6/17,#N/A N/A,96.54,56.99,68.45,27.75,82.07,73.69,62.91,28.74,59.03,55.59,49.44,109.37,121.37,87.22,113.89,115.75,120.07,15.83,18.65
12/7/17,#N/A N/A,96.79,56.44,68.65,27.84,82.09,74.37,63.3,28.57,59.43,55.69,49.62,109.23,121.13,87.26,113.74,115.51,118.49,15.88,18.48
12/8/17,#N/A N/A,97.25,56.59,69.28,28.01,83.01,74.69,63.6,28.95,59.43,55.87,49.85,109.19,120.98,87.35,113.69,115.53,118.48,15.96,18.43
12/11/17,#N/A N/A,97.46,56.58,69.78,27.94,83.36,74.54,64.15,29.5,59.51,56.21,49.8,109.15,121.07,87.37,113.6,115.47,118.01,16,18.3
12/12/17,#N/A N/A,97.5,56.59,69.59,28.22,83.69,74.62,64.13,29.55,59.52,55.25,50.08,109.1,120.98,87.33,113.69,115.51,118.15,15.86,18.19
12/13/17,#N/A N/A,97.58,56.91,69.49,27.87,83.98,74.91,64.15,29.85,59.68,55.4,50.23,109.41,121.4,87.38,113.89,115.84,119.17,15.79,18.25
12/14/17,#N/A N/A,97.88,56.66,69.24,27.69,83.13,74.4,64.07,29.36,59.02,55.33,50.17,109.44,121.62,87.2,113.89,115.9,118.93,15.84,18.24
12/15/17,#N/A N/A,97.97,56.88,68.72,27.81,83.71,74.52,64.56,29.42,59.08,55.02,50.51,109.47,121.79,87.21,113.89,116.05,119.18,15.84,18.33
12/18/17,#N/A N/A,98.85,56.85,69.25,28.06,83.74,75.05,65.13,29.76,59.95,54.41,50.8,109.33,121.43,87.3,113.69,116.17,119.73,15.91,18.35
12/19/17,#N/A N/A,98.72,56.92,69.35,27.94,83.64,75.07,64.73,29.06,59.88,53.42,49.4,109.01,120.81,87.12,113.35,115.92,119.82,16.03,18.37
12/20/17,#N/A N/A,98.53,56.82,70.33,27.89,83.37,75.32,64.71,29.25,59.9,53,48.86,108.76,120.49,87.19,112.97,115.74,120.14,16.12,18.45
12/21/17,#N/A N/A,99.17,56.78,71.82,28.13,83.18,75.38,64.58,29.4,60.11,52.37,48.67,108.82,120.56,86.92,113.11,115.36,120.31,16.13,18.47
12/22/17,#N/A N/A,98.98,56.87,71.97,28.05,82.91,75.4,64.54,29.48,60.34,52.45,49.11,108.87,120.65,87,113.18,115.74,120.94,16.2,18.41
12/25/17,#N/A N/A,98.98,56.87,71.97,28.05,82.91,75.4,64.54,29.48,60.34,52.45,49.11,108.87,120.65,87,113.18,115.74,120.94,16.2,18.41
12/26/17,#N/A N/A,99.2,57,72.6,27.97,82.93,75.48,64.11,29.58,60.29,52.14,49.22,108.96,120.81,87.13,113.28,115.8,121.77,16.44,18.57
12/27/17,#N/A N/A,99,56.99,72.36,28,83.07,75.66,64.18,29.5,60.37,52.36,49.39,109.3,121.48,87.17,113.75,115.91,122.23,16.48,18.67
12/28/17,#N/A N/A,99.27,56.9,72.47,28.11,83.19,75.81,64.29,29.67,60.64,52.65,49.65,109.22,121.4,87.13,113.79,115.95,122.85,16.56,18.72
12/29/17,#N/A N/A,98.69,56.89,72.26,27.91,82.68,75.67,63.95,29.41,60.53,52.68,49.61,109.33,121.56,87.26,114.08,116.1,123.65,16.61,18.76
1/1/18,#N/A N/A,98.69,56.89,72.26,27.91,82.68,75.67,63.95,29.41,60.53,52.68,49.61,109.33,121.56,87.26,114.08,116.1,123.65,16.61,18.76
1/2/18,#N/A N/A,100.19,56.54,73.45,27.92,83.61,76.12,64.74,29.57,61.39,52.19,49.49,109.17,120.75,87.34,113.8,116.4,125.15,16.69,18.97
1/3/18,#N/A N/A,100.65,56.52,74.55,28.07,84.41,76.53,65.28,29.25,61.82,51.78,49.37,109.18,120.97,87.76,113.91,116.35,124.82,16.79,18.96
1/4/18,#N/A N/A,100.98,56.68,75,28.33,84.53,77.09,65.61,29.41,62.36,51.35,48.53,109.11,120.93,87.91,113.94,116.65,125.46,16.77,18.93
1/5/18,#N/A N/A,101.78,56.93,74.97,28.41,85.25,77.62,66.3,29.29,62.86,51.33,48.52,109.04,120.89,87.97,113.92,116.72,125.33,16.71,18.83
1/8/18,#N/A N/A,101.9,57.07,75.42,28.37,84.94,77.94,66.55,29.51,62.95,51.81,48.87,109.01,120.88,87.9,113.8,116.51,125.31,16.7,18.7
1/9/18,#N/A N/A,102.1,56.99,75.23,28.59,85.94,78.44,66.38,29.23,62.85,51.3,48.19,108.71,120.44,87.63,113.43,116.15,124.73,16.81,18.74
1/10/18,#N/A N/A,102.03,56.71,75.14,28.83,85.79,78.43,66.15,28.86,62.47,50.74,47.63,108.71,120.52,87.44,113.39,115.81,125.03,16.87,18.67
1/11/18,#N/A N/A,103.69,56.63,76.68,28.97,86.16,79.43,66.42,29.23,63.29,50.55,47.44,108.76,120.81,87.73,113.27,115.96,125.44,16.86,18.6
1/12/18,#N/A N/A,105.03,56.65,77.42,29.23,86.82,80.17,66.81,29.55,63.39,50.26,47.09,108.74,120.83,87.58,113.38,116.13,126.96,16.97,18.56
